Guid,CreatedDate,LastModifiedDate,IsDisqualified,EffectiveToDate,EffectiveFromDate,ProductId,Reason,RootProductId,ParentProductId,Industry__c
4b7c711d-6261-48f6-84ef-ea43666835f2,2026-02-10T12:05:25.000+0000,2026-02-10T12:05:25.000+0000,true,2026-11-01,2024-08-01,39778158-0a07-41ad-ae16-77ae5fc934a3,#N/A,90950a1f-1a2d-471e-8435-81aa5b28777e,90950a1f-1a2d-471e-8435-81aa5b28777e,Recreation
24f7c10a-5e71-407e-8fac-88fdcfac5a75,2025-12-09T20:38:48.000+0000,2025-12-09T20:38:48.000+0000,true,2026-11-01,2024-08-01,04e7e98a-be21-45b1-8c28-ce2266b569b7,#N/A,6a50cc44-fa0c-4cab-a273-89a80adf00af,6a50cc44-fa0c-4cab-a273-89a80adf00af,Recreation
